ImageId,file_path_image,file_path_mask_eroded_0_dilated_0,is_test,is_train,is_valid,n_buildings
608,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000038-RGB-7cm_000.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000038-RGB-7cm_000.png,0,1,0,
609,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000038-RGB-7cm_001.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000038-RGB-7cm_001.png,0,1,0,
610,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000038-RGB-7cm_002.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000038-RGB-7cm_002.png,0,1,0,
611,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000038-RGB-7cm_003.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000038-RGB-7cm_003.png,0,1,0,
612,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000038-RGB-7cm_004.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000038-RGB-7cm_004.png,0,1,0,
613,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000038-RGB-7cm_005.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000038-RGB-7cm_005.png,0,1,0,
614,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000038-RGB-7cm_006.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000038-RGB-7cm_006.png,0,1,0,
615,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000038-RGB-7cm_007.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000038-RGB-7cm_007.png,0,1,0,
616,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000038-RGB-7cm_008.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000038-RGB-7cm_008.png,0,1,0,
617,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000038-RGB-7cm_009.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000038-RGB-7cm_009.png,0,1,0,
618,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000038-RGB-7cm_010.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000038-RGB-7cm_010.png,0,1,0,
619,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000038-RGB-7cm_011.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000038-RGB-7cm_011.png,0,1,0,
620,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000038-RGB-7cm_012.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000038-RGB-7cm_012.png,0,1,0,
621,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000038-RGB-7cm_013.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000038-RGB-7cm_013.png,0,1,0,
622,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000038-RGB-7cm_014.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000038-RGB-7cm_014.png,0,1,0,
623,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000038-RGB-7cm_015.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000038-RGB-7cm_015.png,0,1,0,
624,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000039-RGB-7cm_000.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000039-RGB-7cm_000.png,0,1,0,
625,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000039-RGB-7cm_001.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000039-RGB-7cm_001.png,0,1,0,
626,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000039-RGB-7cm_002.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000039-RGB-7cm_002.png,0,1,0,
627,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000039-RGB-7cm_003.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000039-RGB-7cm_003.png,0,1,0,
628,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000039-RGB-7cm_004.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000039-RGB-7cm_004.png,0,1,0,
629,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000039-RGB-7cm_005.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000039-RGB-7cm_005.png,0,1,0,
630,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000039-RGB-7cm_006.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000039-RGB-7cm_006.png,0,1,0,
631,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000039-RGB-7cm_007.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000039-RGB-7cm_007.png,0,1,0,
632,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000039-RGB-7cm_008.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000039-RGB-7cm_008.png,0,1,0,
633,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000039-RGB-7cm_009.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000039-RGB-7cm_009.png,0,1,0,
634,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000039-RGB-7cm_010.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000039-RGB-7cm_010.png,0,1,0,
635,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000039-RGB-7cm_011.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000039-RGB-7cm_011.png,0,1,0,
636,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000039-RGB-7cm_012.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000039-RGB-7cm_012.png,0,1,0,
637,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000039-RGB-7cm_013.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000039-RGB-7cm_013.png,0,1,0,
638,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000039-RGB-7cm_014.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000039-RGB-7cm_014.png,0,1,0,
639,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000039-RGB-7cm_015.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000039-RGB-7cm_015.png,0,1,0,
640,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000040-RGB-7cm_000.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000040-RGB-7cm_000.png,0,1,0,
641,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000040-RGB-7cm_001.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000040-RGB-7cm_001.png,0,1,0,
642,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000040-RGB-7cm_002.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000040-RGB-7cm_002.png,0,1,0,
643,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000040-RGB-7cm_003.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000040-RGB-7cm_003.png,0,1,0,
644,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000040-RGB-7cm_004.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000040-RGB-7cm_004.png,0,1,0,
645,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000040-RGB-7cm_005.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000040-RGB-7cm_005.png,0,1,0,
646,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000040-RGB-7cm_006.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000040-RGB-7cm_006.png,0,1,0,
647,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000040-RGB-7cm_007.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000040-RGB-7cm_007.png,0,1,0,
648,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000040-RGB-7cm_008.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000040-RGB-7cm_008.png,0,1,0,
649,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000040-RGB-7cm_009.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000040-RGB-7cm_009.png,0,1,0,
650,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000040-RGB-7cm_010.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000040-RGB-7cm_010.png,0,1,0,
651,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000040-RGB-7cm_011.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000040-RGB-7cm_011.png,0,1,0,
652,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000040-RGB-7cm_012.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000040-RGB-7cm_012.png,0,1,0,
653,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000040-RGB-7cm_013.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000040-RGB-7cm_013.png,0,1,0,
654,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000040-RGB-7cm_014.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000040-RGB-7cm_014.png,0,1,0,
655,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000040-RGB-7cm_015.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000040-RGB-7cm_015.png,0,1,0,
656,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000041-RGB-7cm_000.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000041-RGB-7cm_000.png,0,1,0,
657,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000041-RGB-7cm_001.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000041-RGB-7cm_001.png,0,1,0,
658,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000041-RGB-7cm_002.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000041-RGB-7cm_002.png,0,1,0,
659,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000041-RGB-7cm_003.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000041-RGB-7cm_003.png,0,1,0,
660,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000041-RGB-7cm_004.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000041-RGB-7cm_004.png,0,1,0,
661,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000041-RGB-7cm_005.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000041-RGB-7cm_005.png,0,1,0,
662,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000041-RGB-7cm_006.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000041-RGB-7cm_006.png,0,1,0,
663,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000041-RGB-7cm_007.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000041-RGB-7cm_007.png,0,1,0,
664,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000041-RGB-7cm_008.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000041-RGB-7cm_008.png,0,1,0,
665,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000041-RGB-7cm_009.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000041-RGB-7cm_009.png,0,1,0,
666,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000041-RGB-7cm_010.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000041-RGB-7cm_010.png,0,1,0,
667,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000041-RGB-7cm_011.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000041-RGB-7cm_011.png,0,1,0,
668,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000041-RGB-7cm_012.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000041-RGB-7cm_012.png,0,1,0,
669,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000041-RGB-7cm_013.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000041-RGB-7cm_013.png,0,1,0,
670,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000041-RGB-7cm_014.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000041-RGB-7cm_014.png,0,1,0,
671,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000041-RGB-7cm_015.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000041-RGB-7cm_015.png,0,1,0,
672,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000042-RGB-7cm_000.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000042-RGB-7cm_000.png,0,1,0,
673,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000042-RGB-7cm_001.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000042-RGB-7cm_001.png,0,1,0,
674,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000042-RGB-7cm_002.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000042-RGB-7cm_002.png,0,1,0,
675,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000042-RGB-7cm_003.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000042-RGB-7cm_003.png,0,1,0,
676,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000042-RGB-7cm_004.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000042-RGB-7cm_004.png,0,1,0,
677,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000042-RGB-7cm_005.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000042-RGB-7cm_005.png,0,1,0,
678,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000042-RGB-7cm_006.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000042-RGB-7cm_006.png,0,1,0,
679,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000042-RGB-7cm_007.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000042-RGB-7cm_007.png,0,1,0,
680,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000042-RGB-7cm_008.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000042-RGB-7cm_008.png,0,1,0,
681,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000042-RGB-7cm_009.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000042-RGB-7cm_009.png,0,1,0,
682,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000042-RGB-7cm_010.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000042-RGB-7cm_010.png,0,1,0,
683,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000042-RGB-7cm_011.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000042-RGB-7cm_011.png,0,1,0,
684,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000042-RGB-7cm_012.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000042-RGB-7cm_012.png,0,1,0,
685,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000042-RGB-7cm_013.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000042-RGB-7cm_013.png,0,1,0,
686,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000042-RGB-7cm_014.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000042-RGB-7cm_014.png,0,1,0,
687,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000033_000042-RGB-7cm_015.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000033_000042-RGB-7cm_015.png,0,1,0,
688,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000035_000045-RGB-7cm_000.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000035_000045-RGB-7cm_000.png,0,1,0,
689,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000035_000045-RGB-7cm_001.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000035_000045-RGB-7cm_001.png,0,1,0,
690,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000035_000045-RGB-7cm_002.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000035_000045-RGB-7cm_002.png,0,1,0,
691,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000035_000045-RGB-7cm_003.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000035_000045-RGB-7cm_003.png,0,1,0,
692,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000035_000045-RGB-7cm_004.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000035_000045-RGB-7cm_004.png,0,1,0,
693,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000035_000045-RGB-7cm_005.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000035_000045-RGB-7cm_005.png,0,1,0,
694,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000035_000045-RGB-7cm_006.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000035_000045-RGB-7cm_006.png,0,1,0,
695,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000035_000045-RGB-7cm_007.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000035_000045-RGB-7cm_007.png,0,1,0,
696,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000035_000045-RGB-7cm_008.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000035_000045-RGB-7cm_008.png,0,1,0,
697,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000035_000045-RGB-7cm_009.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000035_000045-RGB-7cm_009.png,0,1,0,
698,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000035_000045-RGB-7cm_010.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000035_000045-RGB-7cm_010.png,0,1,0,
699,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000035_000045-RGB-7cm_011.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000035_000045-RGB-7cm_011.png,0,1,0,
700,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000035_000045-RGB-7cm_012.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000035_000045-RGB-7cm_012.png,0,1,0,
701,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000035_000045-RGB-7cm_013.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000035_000045-RGB-7cm_013.png,0,1,0,
702,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000035_000045-RGB-7cm_014.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000035_000045-RGB-7cm_014.png,0,1,0,
703,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000035_000045-RGB-7cm_015.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000035_000045-RGB-7cm_015.png,0,1,0,
704,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000035_000046-RGB-7cm_000.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000035_000046-RGB-7cm_000.png,0,1,0,
705,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000035_000046-RGB-7cm_001.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000035_000046-RGB-7cm_001.png,0,1,0,
706,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000035_000046-RGB-7cm_002.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000035_000046-RGB-7cm_002.png,0,1,0,
707,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000035_000046-RGB-7cm_003.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000035_000046-RGB-7cm_003.png,0,1,0,
708,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000035_000046-RGB-7cm_004.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000035_000046-RGB-7cm_004.png,0,1,0,
709,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000035_000046-RGB-7cm_005.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000035_000046-RGB-7cm_005.png,0,1,0,
710,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000035_000046-RGB-7cm_006.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000035_000046-RGB-7cm_006.png,0,1,0,
711,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000035_000046-RGB-7cm_007.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000035_000046-RGB-7cm_007.png,0,1,0,
712,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000035_000046-RGB-7cm_008.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000035_000046-RGB-7cm_008.png,0,1,0,
713,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000035_000046-RGB-7cm_009.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000035_000046-RGB-7cm_009.png,0,1,0,
714,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000035_000046-RGB-7cm_010.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000035_000046-RGB-7cm_010.png,0,1,0,
715,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000035_000046-RGB-7cm_011.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000035_000046-RGB-7cm_011.png,0,1,0,
716,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000035_000046-RGB-7cm_012.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000035_000046-RGB-7cm_012.png,0,1,0,
717,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000035_000046-RGB-7cm_013.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000035_000046-RGB-7cm_013.png,0,1,0,
718,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000035_000046-RGB-7cm_014.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000035_000046-RGB-7cm_014.png,0,1,0,
719,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000035_000046-RGB-7cm_015.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000035_000046-RGB-7cm_015.png,0,1,0,
720,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000035_000047-RGB-7cm_000.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000035_000047-RGB-7cm_000.png,0,1,0,
